Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Injury,Fatal,Time,Species ,
2003.03.10,10-Mar-03,2003,Provoked,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,F,,Hand nipped PROVOKED INCIDENT,Not Fatal,,60 cm [2'] captive shark,
2003.02.27,27-Feb-03,2003,Unprovoked,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Scuba diving,M,44,Arm lacerated (shark made 3 strikes),Not Fatal,11h45,2.5 m [8.25'] white shark,
2003.02.15.b,15-Feb-03,2003,Unprovoked,AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",Wading,M,37,Ankle lacerated,Not Fatal,Dusk,"""a small shark""",
2003.02.15.a,15-Feb-03,2003,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Swimming,M,54,Left hand bitten,Not Fatal,12h10,Species unidentified,
2003.02.11,11-Feb-03,2003,Unprovoked,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",Swimming,M,24,"Puncture wounds on heel, legs and buttocks",Not Fatal,--,Thought to involve a 2 m [6.75'] grey nurse shark,
2003.02.08,08-Feb-03,2003,Unprovoked,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,Swimming,M,84,FATAL,Fatal,Morning,Thought to involve a >2 m [6.75'] bull shark,
2003.01.17,17-Jan-03,2003,Invalid,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",Unknown,M,14,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,Not Fatal,--,Shark involvement prior to death was not confirmed,
2003.01.02,02-Jan-03,2003,Unprovoked,AUSTRALIA,Western Australia,Left break at the ‘Hot Spot’ at Sheringa Beach,Surfing,F,N/A,"No injury, but her surfboard was bitten",Not Fatal,13h00,"Bronze whaler shark, 2.5 m [8.25'] ",
2002.12.29,29-Dec-02,2002,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Snorkeling,F,18,Left arm lacerated,Not Fatal,,Reported to involve a hammerhead shark,
2002.12.24,24-Dec-02,2002,Unprovoked,SOUTH AFRICA,Western Cape Province,Scarborough,Snorkeling,M,25,Forearms lacerated,Not Fatal,Just after 12h00,"White shark, 4 m white shark",
2002.12.21,21-Dec-02,2002,Unprovoked,AUSTRALIA,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,Scuba diving,M,26,Groin bitten,Not Fatal,,"Wobbegong shark, 1m",
2002.12.20,20-Dec-02,2002,Invalid,AUSTRALIA,Queensland,Golden Beach,Swimming,M,11,Foot lacerated,Not Fatal,,"Shark involvement not confirmed, injury may be due to a stingray",
2002.12.16,16-Dec-02,2002,Unprovoked,AUSTRALIA,Queensland,Miami Lake,Swimming,M,23,FATAL,Fatal,02h30,Bull shark,
2002.12.01,01-Dec-02,2002,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,19,FATAL,Fatal,,,
2002.11.28.a,28-Nov-02,2002,Unprovoked,USA,California,"Salmon Creek, Sonoma County",Body boarding,M,48,Both legs severely lacerated,Not Fatal,09h45,3 m to 4.5 m [10' to 15'] white shark,
2002.11.17,17-Nov-02,2002,Unprovoked,USA,Hawaii,Ka'anapali,Swimming,F,34,Right shoulder forarm & wrist bitten,Not Fatal,10h45,2.4 m to 3 m [8' to 10'] grey colored shark,
2002.11.11,11-Nov-02,2002,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,21,1.5-inch laceration,Not Fatal,13h40,6' shark,
2002.11.02,02-Nov-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,16,Puncture wounds on right foot,Not Fatal,13h25,3' to 4' shark,
2002.10.30,30-Oct-02,2002,Unprovoked,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",Swimming,F,60,Left foot bitten ,Not Fatal,11h56,A “small” shark,
2002.10.14,14-Oct-02,2002,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",Swimming,M,36,"FATAL, body not recovered",Fatal,16h00,Possibly a bull shark or tiger shark,
2002.10.11,11-Oct-02,2002,Unprovoked,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Surfing,M,21,Left foot bitten,Not Fatal,Sunset,,
2002.10.05.b,05-Oct-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Abrasions on right hand & deep laceration on middle finger,Not Fatal,12h00,Blacktip or spinner shark,
2002.10.05.a,05-Oct-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,35,Heel & back of right knee lacerated,Not Fatal,13h30,3.5' to 4.5' shark,
2002.10.03,03-Oct-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left hand lacerated and abraded,Not Fatal,14h35,3.5' to 4' shark,
2002.09.30,30-Sep-02,2002,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,47,Right hand severely lacerated,Not Fatal,16h20,4' to 5' shark,
2002.09.29,29-Sep-02,2002,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,32,Left hand bitten,Not Fatal,07h30,,
2002.09.27.c,27-Sep-02,2002,Unprovoked,USA,Hawaii,"Kahala, O'ahu",Fishing from Surfboard,M,55,"No injury, surfboard bitten ",Not Fatal,15h35,1.2 m [4'] blacktip shark,
2002.09.27.b,27-Sep-02,2002,Provoked,USA,Florida,"Key Largo, Monroe County",Fishing,M,  ,Left thumb lacerated PROVOKED INCIDENT,Not Fatal,Afternoon,1.8 m [6'] blacktip shark,
2002.09.21.b,21-Sep-02,2002,Unprovoked,USA,Oregon,Cape Kiwanda,Boogie boarding or Surfing,M,24, Ankle lacerated,Not Fatal, ,2.4 m [8'] shark,
2002.09.21.a,21-Sep-02,2002,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,35,No injury,Not Fatal,Early Morning,3 m to 3.7 m [10' to 12'] shark,
2002.09.16.b,16-Sep-02,2002,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City",Swimming,M,19,"Left thigh bitten, leg surgically amputated",Not Fatal,15h00,Bull or tiger shark,
2002.09.16.a,16-Sep-02,2002,Unprovoked,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i",Body boarding,,,"No injury, shark fin seen just before board ripped away & dragged out to sea",Not Fatal,07h50,,
2002.09.13,13-Sep-02,2002,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Surf skiing,M,47,No injury,Not Fatal,16h00,White shark,
2002.09.09,09-Sep-02,2002,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Boogie boarding,M,20,Bitten above & below right knee,Not Fatal,15h55,4' to 6' shark,
2002.09.05,05-Sep-02,2002,Provoked,USA,Florida,"Daytona Beach Shores, Volusia County","Wading, when he stepped on the shark",M,36,2 small puncture wounds on left foot PROVOKED INCIDENT,Not Fatal,17h45,1' to 2' hammerhead or bonnethed shark,
2002.08.28,28-Aug-02,2002,Unprovoked,USA,Hawaii,"Kewalo Basin Channel, O'ahu",Surfing,M,16,Left foot lacerated ,Not Fatal,15h45,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",
2002.08.17,17-Aug-02,2002,Unprovoked,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",Swimming,F,29,Both arms & leg bitten,Not Fatal,17h00,,
2002.08.14,14-Aug-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Big toe bitten,Not Fatal,14h45,0.9 m  to 1.2 m [3' to 4'] shark,
2002.08.11,11-Aug-02,2002,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Surfing,M,15,Lacerations on heel & dorsum of right foot,Not Fatal,15h30,"Nurse shark, 1.5 m [5'] ",
2002.08.07,07-Aug-02,2002,Unprovoked,USA,Florida,"Ponce De Leon Inlet, Volusia County",Standing,M,15,Ankle & leg lacerated,Not Fatal,12h30,,
2002.08.05,05-Aug-02,2002,Unprovoked,USA,North Carolina,"Topsail Beach, Pender County",Standing,M,14,Leg lacerated,Not Fatal,11h00,1.2 m to 1.5 m [4' to 5'] shark,
2002.07.26,26-Jul-02,2002,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Surfing,M,13,Heel bitten,Not Fatal,19h00,1.2 m [4'] blacktip or sandbar shark,
2002.07.20,20-Jul-02,2002,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,15,Calf bitten,Not Fatal,17h00,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",
2002.07.10,10-Jul-02,2002,Provoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,19,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,Not Fatal,18h45,,
2002.07.09.b,09-Jul-02,2002,Provoked,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",Shark Fishing,M,41,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Fatal,Shortly after midnight,"Mako shark, 400-lb ",
2002.07.09.a,10-Jul-02,2002,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Surfing,M,22,Right hand severed,Not Fatal,15h00,Bull or tiger shark,
2002.07.04,04-Jul-02,2002,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Standing,F,9,"Calf, foot & hand bitten",Not Fatal,17h15,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",
2002.06.20.b,20-Jun-02,2002,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,Surfing,M,30,minor injury to foot,Not Fatal,10h00,,
2002.06.20.a,20-Jun-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,11,Small lacerations on right lower leg,Not Fatal,14h25,,
2002.06.11.b,11-Jun-02,2002,Unprovoked,USA,Hawaii,"Anini Beach, Kaua'i",Sitting on surfboard,,,"No injury, shark bit side of surfboard",Not Fatal,13h345,"Tiger shark, 2.4 m to 2.7 m [8' to 9']  ",
2002.06.11.a,10-Jun-02,2002,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Surfing,M,28,Right hand lacerated,Not Fatal,13h00,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,
2002.06.09.b,09-Jun-02,2002,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,50,6-inch gash on right foot,Not Fatal,10h40,  ,
2002.06.09.a,09-Jun-02,2002,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,10,Right calf lacerated,Not Fatal,13h00,,
2002.06.03,03-Jun-02,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,Snorkeling (filming the sardine run),M,50,Upper arm bitten,Not Fatal,  ,1.5 to 2.5 m [5' to 8.25'] copper shark,
2002.05.31.b,31-May-02,2002,Unprovoked,USA,California,"Stinson Beach, Marin County",Surfing,M,24,Lacerated leg & back,Not Fatal,14h15,3.7 m to 4.3 m [12' to 14'] white shark,
2002.05.31.a,31-May-02,2002,Unprovoked,USA,Florida,"St. George Island (near Apachicola), Franklin County",Floating on a raft,M,16,Lacerated foot,Not Fatal,16h15,1 m  shark,
2002.05.22.b,22-May-02,2002,Provoked,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ","Fishing, removing the shark from his line",M,55,Leg bitten by hooked shark PROVOKED INCIDENT,Not Fatal,17h15,3' blacktip shark,
2002.05.22.a,22-May-02,2002,Unprovoked,USA,Florida,"Atlantic Avenue, Palm Beach County",Playing in the surf with his 2 dogs,M,35,"2-inch wound on dorsum of right foot, 1-inch wound on sole",Not Fatal,06h47,,
2002.05.13,13-May-02,2002,Unprovoked,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Fishing,M,31,Laceration to arm.,Not Fatal,,2.1 m to 2.4 m [7' to 8'] shark,
2002.05.10,10-May-02,2002,Unprovoked,BRAZIL,Pernambuco,"Pina, Recife",Surfing,M,40,Leg injured,Not Fatal,17h00,,
2002.05.07,07-May-02,2002,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing from prawn trawler,M,20,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,Not Fatal,,,
2002.04.30,30-Apr-02,2002,Unprovoked,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",Scallop diving (using surface-supplied air & a POD) ,M,23,"FATAL, torso & leg bitten  ",Fatal,12h40,"White shark, 6m [20']",
2002.04.21,21-Apr-02,2002,Invalid,AUSTRALIA,New South Wales,26 nautical miles out to sea off Lake Macquarie,Fishing (Drowned 2-Apr-2002),M,52,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",Not Fatal,,Invalid,
2002.04.20,20-Apr-02,2002,Unprovoked,USA,Florida,"St. Augustine Beach, St. Johns County","Surfing, but standing in water alongside board",M,34,Left foot bitten,Not Fatal,10h30,1.2 m [4'] shark,
2002.04.18,18-Apr-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,28,Left foot bitten,Not Fatal,11h10,,
2002.04.12,12-Apr-02,2002,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,45,Foot bitten,Not Fatal,18h30,,
2002.04.09,09-Apr-02,2002,Unprovoked,BAHAMAS,Abaco Islands,Walkers Cay,Standing,M,43,Calf bitten,Not Fatal,10h45,"Bull shark, 400-lb ",
2002.04.02,02-Apr-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,41,Two half-inch lacerations on right heel and one near small toe,Not Fatal,15h00,3'  shark,
2002.04.01,01-Apr-02,2002,Unprovoked,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming / Wading,M,29,Upper left arm bitten,Not Fatal,11h30,0.9 m [3'] shark,
2002.03.25.b,25-Mar-02,2002,Unprovoked,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,M,17,Left leg severed below knee,Not Fatal,12h00,Tiger shark,
2002.03.25.a,25-Mar-02,2002,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Wading,F,11,Foot bitten,Not Fatal,10h10,  ,
2002.03.24,24-Mar-02,2002,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,16,"Severe kacerations, FATAL",Fatal,17h00,,
2002.03.19,19-Mar-02,2002,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming /  boogie boarding,M,20,Punctures on left foot and foot ,Not Fatal,15h45,4' shark,
2002.03.15.b,15-Mar-02,2002,Unprovoked,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,M,39,Arm bitten,Not Fatal,Morning,"Nurse shark, 1m ",
2002.03.15.a,15-Mar-02,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Several  puncture wounds on lower right leg,Not Fatal,10h55,"Spinner shark, 3' to 4' ",
2002.03.03,03-Mar-02,2002,Invalid,NEW CALEDONIA,Loyalty Islands,Lifou,Spearfishing,M,44,"PRESUMED FATAL, body not recovered",Fatal,,Shark involvement prior to death unconfired,
2002.02.16,16-Feb-02,2002,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,Surfing,M,30 or 36,Heel / foot bitten,Not Fatal,09h00 -10h00,"1.5 m [5'] ""whaler shark""",
2002.02.07,07-Feb-02,2002,Watercraft,AUSTRALIA,New South Wales,Paramatta River (near Sydney),Kayaking,M,35,Stern of kayak bitten/chest bruised ,Not Fatal,19h15,C. leucas tooth fragment recovered from kayak,
2002.01.30.b,30-Jan-02,2002,Unprovoked,AUSTRALIA,New South Wales,Just north of Fingal Spit,Surfing,M,20,Bruises & minor cuts,Not Fatal,20h45 (Sunset),"Tiger shark, 3 m [10']",
2002.01.30.a,30-Jan-02,2002,Unprovoked,AUSTRALIA,Western Australia,Collie River ,Swimming,M,32,15 cm wound on inner thigh,Not Fatal,,,
2002.01.04,04-Jan-02,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,Fishing,M,16,Leg bitten & surgically amputated,Not Fatal,02h00,Zambesi shark?,
2002.01.03,03-Jan-02,2002,Unprovoked,BRAZIL,Pernambuco,Candeias,Swimming,,,FATAL,Fatal,,,
2002.01.01.b,01-Jan-02,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Surf skiing,M,26,Foot & calf bitten,Not Fatal,Sunset,Unidentified,
2002.01.01.a,01-Jan-02,2002,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,M,35,Lacerations to buttocks & thigh,Not Fatal,13h00,"Tiger shark, 1.8 m [6'] ",
2001.12.21,21-Dec-01,2001,Invalid,AUSTRALIA,Western Australia,"Honeycombs, 250 km south of Perth",Surfing,M,36,"No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",Not Fatal,Morning,,
2001.11.23,23-Nov-01,2001,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,M,49,"No Injury, shark hit board",Not Fatal,,Bronze whaler shark,
2001.11.14,14-Nov-01,2001,Unprovoked,USA,Hawaii,"Kapalua, Maui",Surfing,,,"No injury, portion of board's lower surface removed",Not Fatal,17h00,,
2001.11.07,07-Nov-01,2001,Invalid,AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",Surf-skiing,M,,"No injury, fell off ski after possibly colliding with  a shark",Not Fatal,,,
2001.10.07,07-Oct-01,2001,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,Kite-Boarding,M,,No injury,Not Fatal,,"Mako shark, 2 m [6.75'] ",
2001.10.02,02-Oct-01,2001,Unprovoked,AUSTRALIA,Queensland,200 miles offshore,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,Not Fatal,13h00,Bronze whaler shark?,
2001.09.30.b,30-Sep-01,2001,Unprovoked,MEXICO,Guerrero,Ixtapa,Body surfing,M,26,Hand injured,Not Fatal,Late morning,"Tiger shark, 1.8 m [6']",
2001.09.30.a,30-Sep-01,2001,Watercraft,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane ",,M,31,No injury from shark,Not Fatal,P.M.,4 m [13'] white shark,
2001.09.24,24-Sep-01,2001,Provoked,USA,Florida,"Ponce Inlet, Volusia County","Surfing, fell off surfboard & stepped on the shark.",M,21,PROVOKED INCIDENT Several small lacerations on left foot ,Not Fatal,16h20,4' shark,
2001.09.18,18-Sep-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",Not Fatal,15h00,,
2001.09.16,16-Sep-01,2001,Invalid,USA,Florida,"2 miles off Pompano Beach, Broward County",Wreck / Technical diving,M,42,FATAL or drowning & scavenging,Fatal,13h20,Questionable incident - shark bite may have precipitated drowning,
2001.09.15.b,15-Sep-01,2001,Unprovoked,USA,Florida,A quarter mile north of Fort Pierce Inlet,Boogie boarding,M,6½,"2 lacerations on lower back, punctures on buttock",Not Fatal,15h00,2' to 3.5' shark,
2001.09.15.a,15-Sep-01,2001,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Surfing,M,16,Foot bitten,Not Fatal,13h45,,
2001.09.08,08-Sep-01,2001,Provoked,USA,Florida,"Everglades National Park, Monroe County",Fishing,M,44,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,Not Fatal,,,
2001.09.07.b,07-Sep-01,2001,Unprovoked,USA,Florida,"Key Biscayne, Dade County",Walking in shallows,M,13,Minor injury to left leg,Not Fatal,18h40,,
2001.09.07.a,07-Sep-01,2001,Invalid,USA,South Carolina,"Waites Island, Horry County",Swimming,F,,Left hand injured,Not Fatal,,Shark involvement not confirmed,
2001.09.03.b,03-Sep-01,2001,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming ,M,28,FATAL,Fatal,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,
2001.09.03.a,03-Sep-01,2001,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,F,23,Left buttock & foot  severed,Not Fatal,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,
2001.09.02,02-Sep-01,2001,Unprovoked,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Wading,M,20,Right calf lacerated,Not Fatal,Afternoon,1.5 m [5'] shark,
2001.09.01,01-Sep-01,2001,Unprovoked,USA,Virginia,"Sandbridge Beach, Princess Anne County",Swimming ,M,10,"FATAL, thigh bitten ",Fatal,18h00,bull shark,
2001.08.31,31-Aug-01,2001,Unprovoked,BAHAMAS,Abaco Islands,North of Grand Cay,Spearfishing,M,44,Torso lacerated,Not Fatal,13h30,3 m [10'] bull shark,
2001.08.29,29-Aug-01,2001,Unprovoked,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Standing,F,29,Punctures & lacerations on elbow & forearm,Not Fatal,13h30,,
2001.08.27,27-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,69,Heel lacerated,Not Fatal,16h20,,
2001.08.26,26-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Thigh & foot bitten,Not Fatal,16h00,,
2001.08.25,25-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Upper left thigh & right foot bitten,Not Fatal,14h00,,
2001.08.22,22-Aug-01,2001,Unprovoked,USA,Florida,"Daytona, Volusia County ",Surfing,M,17,Foot lacerated,Not Fatal,16h20,a small shark,
2001.08.21,21-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Thigh lacerated,Not Fatal,16h00,,
2001.08.19.c,19-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,32,Cuts on right foot,Not Fatal,13h14,,
2001.08.19.b,19-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,17,Lacerations to lower leg,Not Fatal,13h06,,
2001.08.19.a,19-Aug-01,2001,Unprovoked,USA,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,F,17,Left foot lacerated,Not Fatal,11h20,,
2001.08.18.c,18-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Cuts on right foot,Not Fatal,12h30,Possibly  a blacktip or spinner shark,
2001.08.18.b,18-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Back of left hand gashed,Not Fatal,12h05,"3' shark, possibly  a blacktip or spinner shark",
2001.08.18.a,18-Aug-01,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Left ankle bitten,Not Fatal,10h00,"Blacktip shark, 5' to 6' ",
2001.08.16,16-Aug-01,2001,Unprovoked,BAHAMAS,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",Spearfishing,M,43,Calf bitten,Not Fatal,16h00,1.9 m [6.5'] bull shark,
2001.08.05,05-Aug-01,2001,Unprovoked,USA,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",,F,,Toe bitten,Not Fatal,,,
2001.08.04,04-Aug-01,2001,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,Swimming,M,36,"Leg bitten, later surgically amputated above the knee",Not Fatal,10h20,,
2001.07.26,26-Jul-01,2001,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",,F,,Survived,Not Fatal,,,
